StockCode,Description,Avg_Price,Min_Price,Max_Price,Total_Quantity,Total_Revenue,Transaction_Count,Competitor_A_Price,Competitor_B_Price,Competitor_C_Price,Market_Avg_Price,Price_vs_Market_Pct,Pricing_Flag
21063,PARTY INVITES JAZZ HEARTS,0.9452142857142856,0.72,1.7,960,825.16,140,0.88,0.87,1.04,0.93,1.6, Competitive — Monitor
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,5.984,0.0,13.0,160,824.95,25,5.47,6.23,6.41,6.04,-0.9, Competitive — Monitor
46000P,POLYESTER FILLER PAD 65CMx65CM,3.9030612244897958,0.0,4.25,209,824.5,49,3.52,4.15,4.6,4.09,-4.6, Competitive — Monitor
85196,EASTER BUNNIES ON A STICK,0.8474324324324325,0.0,8.47,1235,824.44,74,0.72,0.84,0.93,0.83,2.1, Competitive — Monitor
21694,SMALL REGAL  SILVER CANDLEPOT ,3.1969387755102043,2.95,6.04,273,823.6300000000001,49,3.03,3.22,3.67,3.31,-3.4, Competitive — Monitor
21162,TOXIC AREA  DOOR HANGER ,1.6607086614173228,0.38,3.43,858,822.9499999999999,127,1.54,1.65,1.88,1.69,-1.7, Competitive — Monitor
21393,BLUE  SPOTTY PUDDING BOWL,2.160476190476191,0.0,4.21,2706,822.2600000000001,41,1.9,2.12,2.42,2.15,0.5, Competitive — Monitor
79302M,"ART LIGHTS,FUNK MONKEY",3.8056603773584907,0.0,6.04,243,820.11,53,3.61,4.04,4.28,3.98,-4.4, Competitive — Monitor
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,1.9646987951807229,1.06,7.78,563,819.77,82,1.79,2.09,2.28,2.05,-4.2, Competitive — Monitor
22396,MAGNETS PACK OF 4 RETRO PHOTO,1.3424193548387098,1.06,2.51,685,819.23,60,1.22,1.31,1.43,1.32,1.7, Competitive — Monitor
21088,SET/6 FRUIT SALAD PAPER CUPS,0.6325714285714286,0.08,1.66,7809,818.2100000000002,34,0.59,0.64,0.73,0.65,-2.7, Competitive — Monitor
21269,ANTIQUE CREAM CUTLERY SHELF ,9.3472,0.0,16.98,67,815.84,49,8.7,9.99,11.07,9.92,-5.8, Competitive — Monitor
22988,SOLDIERS EGG CUP ,1.5499999999999998,1.25,2.51,611,815.41,62,1.42,1.66,1.64,1.57,-1.3, Competitive — Monitor
21383,PACK OF 12 STICKY BUNNIES,0.8822543352601155,0.55,1.7,1175,814.45,162,0.76,0.88,0.94,0.86,2.6, Competitive — Monitor
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,5.094109589041096,2.95,6.04,202,813.44,73,4.5,5.06,5.9,5.15,-1.1, Competitive — Monitor
22789,T-LIGHT HOLDER SWEETHEART HANGING,2.0778787878787877,1.65,4.21,416,809.9399999999999,61,1.96,2.0,2.32,2.09,-0.6, Competitive — Monitor
21944,KITTENS DESIGN FLANNEL,1.13018018018018,0.38,1.7,1459,808.25,110,0.99,1.21,1.26,1.15,-1.7, Competitive — Monitor
85017B,ENVELOPE 50 BLOSSOM IMAGES,0.8276190476190476,0.42,0.85,1174,807.0999999999999,168,0.73,0.78,0.89,0.8,3.5, Competitive — Monitor
22256,FELT FARM ANIMAL CHICKEN,1.5456,1.06,2.57,640,804.68,72,1.38,1.57,1.74,1.56,-0.9, Competitive — Monitor
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1.0358241758241757,0.72,1.7,961,803.99,89,0.93,1.0,1.11,1.01,2.6, Competitive — Monitor
20756,GREEN FERN POCKET BOOK,0.7668181818181818,0.0,1.7,5582,803.11,43,0.7,0.74,0.86,0.77,-0.4, Competitive — Monitor
21926,RED/CREAM STRIPE CUSHION COVER ,1.823820224719101,1.06,5.91,585,802.87,88,1.72,1.8,2.12,1.88,-3.0, Competitive — Monitor
20617,FIRST CLASS PASSPORT COVER ,2.4871875,0.0,4.3,373,802.26,64,2.17,2.69,2.71,2.52,-1.3, Competitive — Monitor
21066,VINTAGE RED MUG,1.137037037037037,0.38,2.51,1578,798.72,80,0.98,1.06,1.28,1.11,2.4, Competitive — Monitor
84666,SQUARE CHERRY BLOSSOM CABINET,3.95,3.95,3.95,202,797.9000000000001,29,3.44,4.0,4.74,4.06,-2.7, Competitive — Monitor
22099,CARAVAN SQUARE TISSUE BOX,1.6261184210526316,0.42,2.57,691,797.39,146,1.53,1.52,1.87,1.64,-0.8, Competitive — Monitor
22322,BIRD DECORATION GREEN  SPOT,1.325,0.85,1.7,811,796.3499999999999,139,1.21,1.25,1.56,1.34,-1.1, Competitive — Monitor
22058,CERAMIC LOVE HEARTS DESIGN MUG,1.5955645161290322,0.0,3.43,512,795.72,110,1.4,1.58,1.77,1.58,1.0, Competitive — Monitor
84358,FLOOR LAMP SHADE WOOD BASE,14.089411764705881,7.0,25.49,89,794.73,17,13.13,14.11,16.42,14.55,-3.2, Competitive — Monitor
72529W,WHITE ADVENT CANDLE,2.2433962264150944,0.0,4.3,307,793.6899999999999,52,2.1,2.16,2.37,2.21,1.5, Competitive — Monitor
21555,CERAMIC STRAWBERRY TRINKET TRAY,3.522835820895522,2.25,5.17,293,793.65,67,3.29,3.42,3.76,3.49,0.9, Competitive — Monitor
46776F,WOVEN ROSE GARDEN CUSHION COVER ,4.207058823529412,1.25,4.95,277,792.61,68,3.96,3.93,4.55,4.15,1.4, Competitive — Monitor
85231G,ORANGE SCENTED SET/9 T-LIGHTS,0.9940425531914894,0.72,1.7,890,792.5899999999999,184,0.87,0.96,1.1,0.98,1.4, Competitive — Monitor
45008C,DECORATIVE NET CANOPY CREAM,11.486944444444443,0.0,18.22,30,792.0699999999999,36,10.63,12.34,13.52,12.16,-5.5, Competitive — Monitor
21391,FRENCH EMROIDR LAVENDER SCENT HEART,2.4962666666666666,2.1,4.3,361,792.0400000000001,72,2.24,2.67,2.75,2.55,-2.1, Competitive — Monitor
22101,MIRROR MOSAIC VOTIVE HOLDER,2.403396226415094,0.85,4.21,495,792.01,52,2.25,2.34,2.76,2.45,-1.9, Competitive — Monitor
21739,COSY SLIPPER SHOES SMALL GREEN,3.491527777777778,2.55,6.04,254,790.07,71,3.22,3.53,4.04,3.6,-3.0, Competitive — Monitor
47591d,PINK FAIRY CAKE CHILDRENS APRON,5.06,5.06,5.06,156,789.3599999999999,18,4.69,5.39,5.76,5.28,-4.2, Competitive — Monitor
22209,WOOD STAMP SET HAPPY BIRTHDAY,1.856888888888889,1.45,3.43,468,788.1299999999999,88,1.7,1.71,2.05,1.82,2.0, Competitive — Monitor
85017A,ENVELOPE 50 ROMANTIC IMAGES,0.8171264367816092,0.0,0.85,514,787.0699999999999,173,0.71,0.86,0.93,0.83,-1.6, Competitive — Monitor
85131A,BEADED PEARL HEART WHITE ON STICK,1.0691954022988506,0.38,2.57,1086,785.4,85,0.97,1.15,1.18,1.1,-2.8, Competitive — Monitor
21725,SWEETIES  STICKERS,1.1633582089552237,0.85,1.7,856,785.18,131,1.1,1.09,1.24,1.14,2.0, Competitive — Monitor
22048,BIRTHDAY BANQUET GIFT WRAP,0.42,0.42,0.42,1865,783.3,71,0.4,0.4,0.5,0.43,-2.3, Competitive — Monitor
85044,RED REINDEER STRING OF 20 LIGHTS,6.234897959183673,0.0,11.26,82,783.0,48,5.33,6.69,6.67,6.23,0.1, Competitive — Monitor
20700,GREEN CAT FLORAL CUSHION COVER ,5.9096153846153845,1.25,10.17,346,782.55,52,5.12,5.95,6.27,5.78,2.2, Competitive — Monitor
21277,FRENCH STYLE EMBOSSED HEART CABINET,25.805,21.95,42.51,30,781.86,29,22.27,23.8,30.5,25.52,1.1, Competitive — Monitor
37494A,FAIRY CAKE CERAMIC BUTTER DISH,4.2873214285714285,0.0,6.04,219,781.64,55,3.96,4.12,4.7,4.26,0.6, Competitive — Monitor
16046,TEATIME PEN CASE & PENS,0.9496078431372549,0.08,1.7,5361,780.91,48,0.88,0.94,1.09,0.97,-2.1, Competitive — Monitor
85025C,PINK HEART SHAPE PHOTO FRAME,2.056774193548387,1.65,3.43,406,779.9699999999999,92,1.79,2.12,2.26,2.06,-0.2, Competitive — Monitor
20989,URBAN CHIC CHOPSTICKS SET/5,2.1529508196721308,0.0,4.3,360,778.28,61,1.94,2.23,2.39,2.19,-1.7, Competitive — Monitor
37461,FUNKY MONKEY MUG,1.5127184466019419,0.0,2.57,803,777.39,102,1.41,1.63,1.65,1.56,-3.0, Competitive — Monitor
20941,FROG CANDLE,1.8083783783783782,0.0,2.57,866,776.16,111,1.67,1.75,1.99,1.8,0.5, Competitive — Monitor
21317,GLASS SPHERE CANDLE STAND MEDIUM,5.510888888888889,1.25,11.02,246,774.89,43,4.98,5.54,6.13,5.55,-0.7, Competitive — Monitor
82613D,METAL SIGN CUPCAKE SINGLE HOOK,1.9310714285714283,1.25,2.57,501,773.97,167,1.76,1.94,2.24,1.98,-2.5, Competitive — Monitor
84843,WHITE SOAP RACK WITH 2 BOTTLES,7.4112307692307695,5.95,12.13,110,773.16,64,6.68,7.3,8.35,7.44,-0.4, Competitive — Monitor
22543,MINI JIGSAW BAKE A CAKE ,0.5202941176470588,0.36,0.85,1845,772.97,68,0.46,0.49,0.62,0.52,0.1, Competitive — Monitor
20707,CRAZY DAISY HEART DECORATION,1.6092857142857142,0.38,2.57,1146,772.8000000000001,54,1.46,1.73,1.7,1.63,-1.3, Competitive — Monitor
21684,SMALL MEDINA STAMPED METAL BOWL ,1.02828125,0.64,2.51,951,772.5899999999999,63,0.94,1.09,1.16,1.06,-3.0, Competitive — Monitor
84907,PINK/YELLOW PATCH CUSHION COVER,7.159999999999999,0.0,18.22,338,772.34,19,6.71,7.16,8.15,7.34,-2.5, Competitive — Monitor
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1.544065934065934,1.25,2.57,590,771.94,87,1.41,1.57,1.83,1.6,-3.5, Competitive — Monitor
21822,GLITTER CHRISTMAS TREE WITH BELLS,2.1514035087719297,1.95,4.3,386,770.9599999999999,50,1.99,2.06,2.27,2.11,2.0, Competitive — Monitor
20757,RED DAISY POCKET BOOK ,0.778235294117647,0.0,1.7,5048,770.21,49,0.67,0.78,0.88,0.78,-0.2, Competitive — Monitor
84638,SMALL KITCHEN FLOWER POTS PLAQUE,8.4515625,1.45,14.74,350,770.05,32,7.57,8.72,9.96,8.75,-3.4, Competitive — Monitor
22677,"FRENCH BLUE METAL DOOR SIGN, 2",1.502,1.25,2.51,588,769.02,95,1.28,1.51,1.63,1.47,2.2, Competitive — Monitor
21633,SUNFLOWER DECORATIVE PARASOL,16.8171875,12.75,26.04,50,767.65,31,14.71,18.14,19.87,17.57,-4.3, Competitive — Monitor
21219,SET/4 BADGES BALLOON GIRL,1.637052631578947,1.06,2.57,580,766.48,93,1.51,1.67,1.72,1.63,0.4, Competitive — Monitor
84029C,BROWN FURRY HOT WATER BOTTLE,4.463265306122449,0.0,7.78,160,766.19,49,4.24,4.37,5.18,4.6,-3.0, Competitive — Monitor
84922,PINK BUTTERFLY WASHBAG,4.38625,0.0,8.65,364,765.93,16,3.77,4.58,5.22,4.52,-3.0, Competitive — Monitor
84925F,PSYCHEDELIC WALL THERMOMETER,2.2491304347826087,0.0,5.06,482,765.73,23,2.0,2.13,2.58,2.24,0.4, Competitive — Monitor
84631,FRUIT TREE AND BIRDS WALL PLAQUE,10.256923076923076,1.95,16.13,248,765.58,26,9.54,10.07,11.45,10.35,-0.9, Competitive — Monitor
22182,CAKE STAND VICTORIAN FILIGREE SMALL,5.042631578947368,1.45,10.17,196,764.6,57,4.39,4.92,5.33,4.88,3.3, Competitive — Monitor
84782A,PINK 3 TIER GLASS PLATE STAND,9.823529411764707,0.0,12.75,82,763.95,34,8.9,9.72,11.67,10.1,-2.7, Competitive — Monitor
10125,MINI FUNKY DESIGN TAPES,1.0091954022988505,0.85,1.7,855,763.36,81,0.93,1.05,1.13,1.04,-3.0, Competitive — Monitor
84963A,PINK PAINTED KASHMIRI CHAIR,37.565000000000005,0.0,49.95,21,763.35,10,34.24,37.47,39.61,37.11,1.2, Competitive — Monitor
21043,APRON MODERN VINTAGE COTTON,6.578076923076923,1.95,12.72,182,763.32,52,5.72,6.89,7.59,6.73,-2.3, Competitive — Monitor
72750A,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",2.286111111111111,0.0,5.95,327,762.95,18,2.02,2.31,2.57,2.3,-0.6, Competitive — Monitor
21620,S/4 ROSE    BOTANICAL  CANDLE,3.864920634920635,3.25,7.62,202,762.24,59,3.59,3.77,4.13,3.83,0.9, Competitive — Monitor
84762C,GREEN PICNIC BARBECUE BUCKET,8.362045454545454,0.0,10.75,92,761.25,44,7.57,8.78,9.05,8.47,-1.3, Competitive — Monitor
20867,PINK ROSE FABRIC MIRROR,1.4417171717171715,0.38,2.57,810,760.98,96,1.23,1.38,1.53,1.38,4.5, Competitive — Monitor
35811A,ENAMEL PINK SUGAR CONTAINER,2.8374712643678164,0.0,4.3,406,758.77,87,2.63,2.71,3.22,2.85,-0.4, Competitive — Monitor
22532,MAGIC DRAWING SLATE LEAP FROG ,0.4615315315315315,0.36,0.85,1847,758.72,108,0.39,0.46,0.53,0.46,0.3, Competitive — Monitor
21726,MULTI HEARTS  STICKERS,0.983046875,0.0,1.7,825,757.67,121,0.91,0.95,1.11,0.99,-0.7, Competitive — Monitor
20986,BLUE CALCULATOR RULER,1.5,1.06,2.57,594,757.6,96,1.31,1.38,1.76,1.48,1.4, Competitive — Monitor
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,3.922857142857143,0.0,4.3,334,757.17,27,3.71,4.02,4.63,4.12,-4.8, Competitive — Monitor
84761,IVORY HANGING BIRD PLANTER ,3.087076923076923,2.1,5.17,271,756.0999999999999,62,2.74,3.09,3.53,3.12,-1.1, Competitive — Monitor
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,5.940740740740741,0.0,13.0,144,755.85,26,5.24,5.89,6.25,5.79,2.6, Competitive — Monitor
79030G,"TUMBLER, NEW ENGLAND",4.3738596491228074,1.65,13.0,357,755.3799999999999,56,3.78,4.7,5.05,4.51,-3.0, Competitive — Monitor
21773,DECORATIVE ROSE BATHROOM BOTTLE,2.066392405063291,1.06,2.57,470,754.0699999999999,155,1.82,2.09,2.3,2.07,-0.2, Competitive — Monitor
47581B,FAIRY CAKE WICKER PICNIC BASKET ,15.325,0.0,26.04,40,753.77,39,14.37,16.22,17.39,15.99,-4.2, Competitive — Monitor
72755C,FLOWER FAIRY OIL BURNER SET ROSE,1.6323529411764706,0.0,4.25,464,753.25,17,1.55,1.54,1.87,1.65,-1.1, Competitive — Monitor
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,2.839803921568627,0.0,5.17,530,750.91,48,2.52,2.87,3.13,2.84,-0.0, Competitive — Monitor
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,1.1817708333333332,0.0,1.7,711,750.91,191,1.06,1.25,1.4,1.24,-4.7, Competitive — Monitor
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,0.5996153846153847,0.0,1.7,6447,750.6800000000001,26,0.55,0.61,0.64,0.6,-0.1, Competitive — Monitor
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,0.9865217391304348,0.0,1.05,565,750.63,62,0.93,1.02,1.14,1.03,-4.2, Competitive — Monitor
84653,GREEN ROSE QUILT ,43.90533333333334,0.0,86.91,2,750.48,15,39.92,43.01,46.13,43.02,2.1, Competitive — Monitor
22049,WRAP CHRISTMAS SCREEN PRINT,0.30767441860465117,0.19,0.42,2525,750.0,84,0.27,0.29,0.37,0.31,-0.8, Competitive — Monitor
85125,SMALL ROUND CUT GLASS CANDLESTICK,5.698484848484849,4.25,10.17,150,749.9000000000001,32,5.08,5.66,6.08,5.61,1.6, Competitive — Monitor
20984,12 PENCILS TALL TUBE POSY,0.8746987951807228,0.19,1.7,1903,748.14,80,0.8,0.86,0.93,0.86,1.7, Competitive — Monitor
22280,POCKET BAG PINK PAISELY BROWN SPOT,1.9166666666666667,1.25,4.21,415,747.5,64,1.63,2.03,2.11,1.92,-0.2, Competitive — Monitor
84620,BLUE GINGHAM ROSE CUSHION COVER,6.407058823529412,0.0,21.23,161,746.61,50,5.84,6.14,7.09,6.36,0.7, Competitive — Monitor
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,3.3066250000000004,2.55,6.04,243,745.94,69,2.93,3.55,3.58,3.35,-1.3, Competitive — Monitor
22340,NOEL GARLAND PAINTED ZINC ,2.324915254237288,1.65,3.43,413,745.3499999999999,58,2.16,2.5,2.65,2.44,-4.7, Competitive — Monitor
22678,"FRENCH BLUE METAL DOOR SIGN, 3",1.5550526315789472,1.25,2.51,567,744.03,95,1.34,1.49,1.74,1.52,2.3, Competitive — Monitor
20910,VINTAGE PHOTO ALBUM PARIS DAYS,8.203333333333333,0.0,13.0,90,743.72,46,7.46,8.0,8.66,8.04,2.0, Competitive — Monitor
21331,MOROCCAN BEATEN METAL DISH LARGE,14.493333333333332,3.95,25.49,95,742.69,24,13.02,15.41,15.91,14.78,-1.9, Competitive — Monitor
72801G,S/4 BURGUNDY WINE DINNER CANDLES,1.305090909090909,0.0,2.51,1230,741.16,54,1.19,1.4,1.53,1.37,-4.7, Competitive — Monitor
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,1.3527619047619046,0.0,2.51,606,740.7,102,1.16,1.34,1.56,1.35,0.2, Competitive — Monitor
20934,SET/3 POT PLANT CANDLES,6.8717999999999995,0.0,11.26,109,739.3100000000001,48,6.24,6.67,7.96,6.96,-1.3, Competitive — Monitor
21427,SKULLS STORAGE BOX SMALL,2.8719780219780224,0.85,5.06,408,739.28,90,2.6,2.88,3.32,2.93,-2.0, Competitive — Monitor
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,2.306724137931035,0.0,5.91,590,738.4399999999999,56,2.09,2.38,2.53,2.33,-1.0, Competitive — Monitor
22792,FLUTED ANTIQUE CANDLE HOLDER,1.0731944444444443,0.72,1.66,823,737.17,71,0.98,1.03,1.14,1.05,2.2, Competitive — Monitor
21133,PAINTED BIRD ASSORTED CHRISTMAS,1.9660416666666667,0.0,21.7,-4,736.57,46,1.8,2.04,2.14,1.99,-1.2, Competitive — Monitor
47503F,ASS FLORAL PRINT TORCH,1.2531249999999998,0.0,1.65,5142,734.9,15,1.17,1.16,1.47,1.27,-1.3, Competitive — Monitor
85194L,HANGING SPRING FLOWER EGG LARGE,1.057012987012987,0.72,1.66,867,734.3399999999999,76,0.93,0.98,1.27,1.06,-0.3, Competitive — Monitor
21817,GLITTER CHRISTMAS TREE,0.8692857142857142,0.85,1.66,860,733.43,79,0.81,0.85,0.98,0.88,-1.2, Competitive — Monitor
21366,MIRRORED WALL ART PHOTO FRAMES,6.411142857142858,3.75,8.65,158,733.4,35,5.77,6.26,6.74,6.26,2.4, Competitive — Monitor
35647,VINTAGE BEAD PINK SHADE ,1.7797260273972602,0.5,2.57,550,731.99,72,1.53,1.73,1.91,1.72,3.5, Competitive — Monitor
78124,MAGAZINE RACK GEBRA ASSORTED ,2.650714285714286,1.25,4.3,538,729.61,14,2.27,2.65,2.91,2.61,1.6, Competitive — Monitor
21250,SET OF SKULL WALL STICKERS,3.1602439024390243,1.66,6.04,309,729.08,41,2.79,3.07,3.59,3.15,0.3, Competitive — Monitor
79342B,BROWN FLOWER LIGHTS,8.266666666666666,0.0,13.87,-69,728.9,39,7.68,7.86,8.77,8.1,2.1, Competitive — Monitor
84665,SQUARE CHERRY BLOSSOM CABINET,6.556060606060606,5.95,25.95,119,728.0500000000001,33,6.04,6.36,7.81,6.74,-2.7, Competitive — Monitor
22287,"DECORATION , WOBBLY CHICKEN, METAL ",1.941590909090909,1.0,3.36,551,727.14,41,1.8,2.09,2.14,2.01,-3.4, Competitive — Monitor
84674,FLYING PIG WATERING CAN,3.19984126984127,1.2,6.04,271,723.74,63,2.89,3.15,3.8,3.28,-2.4, Competitive — Monitor
22714,CARD BIRTHDAY COWBOY,0.5282394366197183,0.36,0.85,1732,723.0,142,0.47,0.52,0.62,0.54,-2.2, Competitive — Monitor
22106,MIRROR MOSAIC HURRICANE LAMP ,5.8675,1.95,13.57,166,721.96,36,5.07,5.94,6.83,5.95,-1.4, Competitive — Monitor
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,10.930961538461538,6.35,13.0,72,721.45,52,9.65,11.78,12.47,11.3,-3.3, Competitive — Monitor
35951,FOLKART BAUBLE CHRISTMAS DECORATION,1.1144897959183673,0.0,8.65,1250,717.99,49,1.0,1.07,1.27,1.11,0.4, Competitive — Monitor
22216,T-LIGHT HOLDER WHITE LACE,1.0203636363636364,0.72,1.7,815,716.95,50,0.88,1.05,1.17,1.03,-0.9, Competitive — Monitor
21076,SET/20 COLLAGE PAPER NAPKIN ,0.9717525773195875,0.0,1.7,751,714.55,94,0.85,1.01,1.11,0.99,-1.8, Competitive — Monitor
21300,ANTIQUE EDWARDIAN DRESSER,19.203125,0.0,104.3,18,714.2,16,17.47,19.53,21.76,19.59,-2.0, Competitive — Monitor
20850,ZINC HEART LATTICE PLANTER BOWL,2.8434782608695657,0.5,2.95,820,713.8000000000001,23,2.63,2.66,3.41,2.9,-1.9, Competitive — Monitor
10134,COLOURING PENCILS BROWN TUBE,1.2663793103448275,0.0,2.57,605,711.13,54,1.2,1.3,1.47,1.32,-4.1, Competitive — Monitor
72819,CUPID DESIGN SCENTED CANDLES,3.0559649122807016,0.85,5.17,485,710.76,54,2.88,2.84,3.56,3.09,-1.1, Competitive — Monitor
84847,FLORAL BATHROOM SET,4.430975609756098,0.0,7.78,1178,710.2,40,4.05,4.5,5.23,4.59,-3.5, Competitive — Monitor
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,2.7407936507936506,2.1,5.17,295,709.77,55,2.45,2.85,2.97,2.76,-0.7, Competitive — Monitor
22852,ENAMEL DOG BOWL CREAM,4.232,3.75,4.62,175,709.23,35,3.87,4.04,4.5,4.14,2.2, Competitive — Monitor
22316,200 BENDY SKULL STRAWS,1.4185294117647058,1.06,2.51,612,709.2,67,1.32,1.5,1.59,1.47,-3.5, Competitive — Monitor
21443,OLIVE CHALET BIRDFEEDER,4.264333333333334,0.0,7.78,247,709.1800000000001,29,3.68,3.94,4.81,4.14,3.0, Competitive — Monitor
22269,EGG CUP NATURAL CHICKEN,1.4545652173913042,1.06,2.57,566,708.72,90,1.3,1.53,1.71,1.51,-3.7, Competitive — Monitor
85124B,BLUE JUICY FRUIT PHOTO FRAME,2.847424242424242,2.1,5.06,273,707.56,66,2.66,2.83,3.18,2.89,-1.5, Competitive — Monitor
85053,FRENCH ENAMEL CANDLEHOLDER,2.5326027397260273,0.0,4.3,287,707.53,71,2.25,2.42,2.88,2.52,0.5, Competitive — Monitor
21740,COSY SLIPPER SHOES LARGE RED,3.5547222222222223,0.0,6.04,196,706.86,68,3.22,3.35,4.01,3.53,0.7, Competitive — Monitor
46776B,WOVEN BERRIES CUSHION COVER ,4.325441176470588,1.25,13.0,271,706.4,68,3.93,4.64,4.57,4.38,-1.2, Competitive — Monitor
20669,RED HEART LUGGAGE TAG,1.5168181818181818,0.0,2.57,480,705.86,126,1.32,1.41,1.73,1.49,1.8, Competitive — Monitor
22512,DOORSTOP RACING CAR DESIGN,3.965526315789474,0.0,7.62,267,705.33,36,3.51,3.77,4.66,3.98,-0.4, Competitive — Monitor
20775,DAISY NOTEBOOK ,1.7265454545454544,0.0,3.43,3456,704.61,53,1.53,1.68,1.85,1.69,2.2, Competitive — Monitor
84869,CANDY BUTTON PHOTO ALBUM,4.857777777777778,0.0,12.13,289,703.54,27,4.14,4.95,5.53,4.87,-0.3, Competitive — Monitor
84360,TABLE LAMP WHITE SHADE WOOD BASE,5.885652173913043,4.65,13.57,139,702.07,22,5.02,5.93,6.7,5.88,0.1, Competitive — Monitor
21131,GOLD STANDING GNOME,5.97,3.75,8.65,170,700.84,21,5.57,5.61,6.42,5.87,1.7, Competitive — Monitor
37333,"RETRO ""TEA FOR ONE"" ",6.978478260869565,0.0,11.26,42,698.96,45,6.12,6.74,7.46,6.77,3.1, Competitive — Monitor
22986,GINGHAM ROSE WRAP,0.41843137254901963,0.34,0.42,1740,698.8,51,0.38,0.4,0.5,0.43,-2.7, Competitive — Monitor
85141,JARDIN ETCHED GLASS FRUITBOWL,10.75,10.75,10.75,65,698.75,34,9.46,10.26,11.92,10.55,1.9, Competitive — Monitor
22232,3 PIECE JIGSAW TOADSTOOLS,2.0867948717948717,1.45,3.43,409,698.03,78,1.97,2.06,2.26,2.1,-0.6, Competitive — Monitor
21674,RIDGED GLASS PENDANT LAMPSHADE,13.791666666666666,0.0,16.95,36,697.8,11,12.08,14.24,14.84,13.72,0.5, Competitive — Monitor
84596E,SMALL LICORICE DES PINK BOWL,1.4080451127819549,1.06,2.57,539,697.42,129,1.26,1.34,1.62,1.41,-0.1, Competitive — Monitor
84971L,LARGE HEART FLOWERS HOOK   ,1.5,0.0,2.57,455,696.01,62,1.41,1.47,1.71,1.53,-2.0, Competitive — Monitor
84687,BEACH HUT SHELF W 3 DRAWERS,6.156222222222222,1.95,11.87,231,695.73,44,5.75,6.05,7.06,6.29,-2.1, Competitive — Monitor
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",0.5420952380952381,0.0,0.85,1116,695.67,105,0.47,0.58,0.58,0.54,0.4, Competitive — Monitor
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,0.5937394957983193,0.0,0.85,1445,694.09,235,0.55,0.64,0.7,0.63,-5.8, Competitive — Monitor
22680,"FRENCH BLUE METAL DOOR SIGN, 5",1.4345121951219513,0.0,2.51,540,693.91,80,1.29,1.5,1.59,1.46,-1.7, Competitive — Monitor
85127,SMALL SQUARE CUT GLASS CANDLESTICK,6.801891891891892,4.95,10.39,105,693.77,35,6.11,6.52,7.46,6.7,1.5, Competitive — Monitor
20782,CAMOUFLAGE EAR MUFF HEADPHONES,6.550909090909091,4.21,11.26,110,693.4399999999999,65,5.66,6.1,7.33,6.36,3.0, Competitive — Monitor
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,1.6833333333333333,0.0,4.25,381,693.25,15,1.44,1.63,1.87,1.65,2.0, Competitive — Monitor
20652,BLUE SPOTTY LUGGAGE TAG ,1.2612999999999999,0.0,2.57,1218,690.45,98,1.16,1.21,1.49,1.29,-2.2, Competitive — Monitor
72753A,S/3 FLWR FAIRY LILLY CANDLES,3.4859999999999998,0.0,7.95,313,690.24,15,3.14,3.49,4.15,3.59,-2.9, Competitive — Monitor
22598,CHRISTMAS MUSICAL ZINC TREE,0.9601923076923077,0.72,1.95,805,689.9,51,0.86,1.0,1.05,0.97,-1.0, Competitive — Monitor
22948,METAL DECORATION NAUGHTY CHILDREN ,2.7137037037037035,0.85,6.77,644,689.4799999999999,54,2.5,2.87,3.2,2.86,-5.1, Competitive — Monitor
20862,PINK PATCH PENCIL CASE BLUE HEART,2.4775,0.0,4.3,335,689.0400000000001,40,2.3,2.61,2.89,2.6,-4.7, Competitive — Monitor
21664,RIDGED GLASS STORAGE JAR CREAM LID,4.2917543859649125,0.0,7.78,108,688.35,56,3.72,4.2,5.11,4.34,-1.1, Competitive — Monitor
84715,SET OF 6 ICE CREAM SKITTLES,3.347777777777778,0.0,6.04,182,687.69,45,3.05,3.45,3.64,3.38,-1.0, Competitive — Monitor
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,0.9285585585585585,0.0,1.7,593,685.88,109,0.8,0.9,1.06,0.92,0.9, Competitive — Monitor
84986B,SET OF 36 SILVER PAPER DOILIES,1.4914634146341463,0.0,3.04,502,685.4599999999999,77,1.38,1.39,1.63,1.47,1.5, Competitive — Monitor
